"","No","Date","Flow","SpC"
"13359","02040000",1986-07-29,69,NA
"13360","02040000",1986-07-30,58,NA
"13361","02040000",1986-07-31,51,NA
"13362","02040000",1986-08-01,46,NA
"13363","02040000",1986-08-02,64,NA
"13364","02040000",1986-08-03,124,NA
"13365","02040000",1986-08-04,116,NA
"13366","02040000",1986-08-05,60,NA
"13367","02040000",1986-08-06,55,NA
"13368","02040000",1986-08-07,100,NA
"13369","02040000",1986-08-08,940,NA
"13370","02040000",1986-08-09,479,NA
"13371","02040000",1986-08-10,252,NA
"13372","02040000",1986-08-11,166,NA
"13373","02040000",1986-08-12,211,NA
"13374","02040000",1986-08-13,471,NA
"13375","02040000",1986-08-14,620,NA
"13376","02040000",1986-08-15,295,NA
"13377","02040000",1986-08-16,216,NA
"13378","02040000",1986-08-17,192,NA
"13379","02040000",1986-08-18,187,NA
"13380","02040000",1986-08-19,198,NA
"13381","02040000",1986-08-20,690,NA
"13382","02040000",1986-08-21,1690,NA
"13383","02040000",1986-08-22,2040,NA
"13384","02040000",1986-08-23,972,NA
"13385","02040000",1986-08-24,510,NA
"13386","02040000",1986-08-25,350,NA
"13387","02040000",1986-08-26,276,NA
"13388","02040000",1986-08-27,226,NA
"13389","02040000",1986-08-28,201,NA
"13390","02040000",1986-08-29,202,NA
"13391","02040000",1986-08-30,207,NA
"13392","02040000",1986-08-31,190,NA
"13393","02040000",1986-09-01,169,NA
"13394","02040000",1986-09-02,160,NA
"13395","02040000",1986-09-03,162,NA
"13396","02040000",1986-09-04,171,NA
"13397","02040000",1986-09-05,181,NA
"13398","02040000",1986-09-06,200,NA
"13399","02040000",1986-09-07,220,NA
"13400","02040000",1986-09-08,202,NA
"13401","02040000",1986-09-09,179,NA
"13402","02040000",1986-09-10,165,NA
"13403","02040000",1986-09-11,157,NA
"13404","02040000",1986-09-12,144,NA
"13405","02040000",1986-09-13,132,NA
"13406","02040000",1986-09-14,123,NA
"13407","02040000",1986-09-15,113,NA
"13408","02040000",1986-09-16,105,NA
"13409","02040000",1986-09-17,99,NA
"13410","02040000",1986-09-18,96,NA
"13411","02040000",1986-09-19,94,NA
"13412","02040000",1986-09-20,94,NA
"13413","02040000",1986-09-21,99,NA
"13414","02040000",1986-09-22,107,NA
"13415","02040000",1986-09-23,109,NA
"13416","02040000",1986-09-24,105,NA
"13417","02040000",1986-09-25,103,NA
"13418","02040000",1986-09-26,98,NA
"13419","02040000",1986-09-27,94,NA
"13420","02040000",1986-09-28,92,NA
"13421","02040000",1986-09-29,90,NA
"13422","02040000",1986-09-30,86,NA
"13423","02040000",1986-10-01,83,NA
"13424","02040000",1986-10-02,82,NA
"13425","02040000",1986-10-03,79,NA
"13426","02040000",1986-10-04,77,NA
"13427","02040000",1986-10-05,72,NA
"13428","02040000",1986-10-06,69,NA
"13429","02040000",1986-10-07,66,NA
"13430","02040000",1986-10-08,63,NA
"13431","02040000",1986-10-09,63,NA
"13432","02040000",1986-10-10,63,NA
"13433","02040000",1986-10-11,63,NA
"13434","02040000",1986-10-12,65,NA
"13435","02040000",1986-10-13,69,NA
"13436","02040000",1986-10-14,102,NA
"13437","02040000",1986-10-15,180,NA
"13438","02040000",1986-10-16,240,NA
"13439","02040000",1986-10-17,199,NA
"13440","02040000",1986-10-18,149,NA
"13441","02040000",1986-10-19,118,NA
"13442","02040000",1986-10-20,105,NA
"13443","02040000",1986-10-21,100,NA
"13444","02040000",1986-10-22,97,NA
"13445","02040000",1986-10-23,96,NA
"13446","02040000",1986-10-24,96,NA
"13447","02040000",1986-10-25,97,NA
"13448","02040000",1986-10-26,126,NA
"13449","02040000",1986-10-27,172,NA
"13450","02040000",1986-10-28,245,NA
"13451","02040000",1986-10-29,223,NA
"13452","02040000",1986-10-30,177,NA
"13453","02040000",1986-10-31,143,NA
"13454","02040000",1986-11-01,128,NA
"13455","02040000",1986-11-02,119,NA
"13456","02040000",1986-11-03,116,NA
"13457","02040000",1986-11-04,119,NA
"13458","02040000",1986-11-05,126,NA
"13459","02040000",1986-11-06,164,NA
"13460","02040000",1986-11-07,216,NA
"13461","02040000",1986-11-08,243,NA
"13462","02040000",1986-11-09,320,NA
"13463","02040000",1986-11-10,395,NA
"13464","02040000",1986-11-11,329,NA
"13465","02040000",1986-11-12,316,NA
"13466","02040000",1986-11-13,317,NA
"13467","02040000",1986-11-14,313,NA
"13468","02040000",1986-11-15,278,NA
"13469","02040000",1986-11-16,247,NA
"13470","02040000",1986-11-17,233,NA
"13471","02040000",1986-11-18,224,NA
"13472","02040000",1986-11-19,222,NA
"13473","02040000",1986-11-20,222,NA
"13474","02040000",1986-11-21,253,NA
"13475","02040000",1986-11-22,295,NA
"13476","02040000",1986-11-23,330,NA
"13477","02040000",1986-11-24,281,NA
"13478","02040000",1986-11-25,240,NA
"13479","02040000",1986-11-26,231,NA
"13480","02040000",1986-11-27,264,NA
"13481","02040000",1986-11-28,295,NA
"13482","02040000",1986-11-29,314,NA
"13483","02040000",1986-11-30,278,NA
"13484","02040000",1986-12-01,246,NA
"13485","02040000",1986-12-02,261,NA
"13486","02040000",1986-12-03,597,NA
"13487","02040000",1986-12-04,1120,NA
"13488","02040000",1986-12-05,797,NA
"13489","02040000",1986-12-06,516,NA
"13490","02040000",1986-12-07,401,NA
"13491","02040000",1986-12-08,344,NA
"13492","02040000",1986-12-09,329,NA
"13493","02040000",1986-12-10,446,NA
"13494","02040000",1986-12-11,724,NA
"13495","02040000",1986-12-12,1520,NA
"13496","02040000",1986-12-13,1750,NA
"13497","02040000",1986-12-14,993,NA
"13498","02040000",1986-12-15,662,NA
"13499","02040000",1986-12-16,530,NA
"13500","02040000",1986-12-17,463,NA
"13501","02040000",1986-12-18,426,NA
"13502","02040000",1986-12-19,414,NA
"13503","02040000",1986-12-20,410,NA
"13504","02040000",1986-12-21,385,NA
"13505","02040000",1986-12-22,353,NA
"13506","02040000",1986-12-23,331,NA
"13507","02040000",1986-12-24,838,NA
"13508","02040000",1986-12-25,3150,NA
"13509","02040000",1986-12-26,3130,NA
"13510","02040000",1986-12-27,3230,NA
"13511","02040000",1986-12-28,1670,NA
"13512","02040000",1986-12-29,799,NA
"13513","02040000",1986-12-30,653,NA
"13514","02040000",1986-12-31,571,NA
"13515","02040000",1987-01-01,575,NA
"13516","02040000",1987-01-02,2060,NA
"13517","02040000",1987-01-03,2860,NA
"13518","02040000",1987-01-04,2340,NA
"13519","02040000",1987-01-05,963,NA
"13520","02040000",1987-01-06,735,NA
"13521","02040000",1987-01-07,631,NA
"13522","02040000",1987-01-08,571,NA
"13523","02040000",1987-01-09,524,NA
"13524","02040000",1987-01-10,498,NA
"13525","02040000",1987-01-11,505,NA
"13526","02040000",1987-01-12,510,NA
"13527","02040000",1987-01-13,471,NA
"13528","02040000",1987-01-14,436,NA
"13529","02040000",1987-01-15,407,NA
"13530","02040000",1987-01-16,397,NA
"13531","02040000",1987-01-17,393,NA
"13532","02040000",1987-01-18,424,NA
"13533","02040000",1987-01-19,1420,NA
"13534","02040000",1987-01-20,2980,NA
"13535","02040000",1987-01-21,3120,NA
"13536","02040000",1987-01-22,2680,NA
"13537","02040000",1987-01-23,1190,NA
"13538","02040000",1987-01-24,973,NA
"13539","02040000",1987-01-25,793,NA
"13540","02040000",1987-01-26,683,NA
"13541","02040000",1987-01-27,612,NA
"13542","02040000",1987-01-28,600,NA
"13543","02040000",1987-01-29,640,NA
"13544","02040000",1987-01-30,740,NA
"13545","02040000",1987-01-31,900,NA
"13546","02040000",1987-02-01,1180,NA
"13547","02040000",1987-02-02,1150,NA
"13548","02040000",1987-02-03,1290,NA
"13549","02040000",1987-02-04,2140,NA
"13550","02040000",1987-02-05,2490,NA
"13551","02040000",1987-02-06,2130,NA
"13552","02040000",1987-02-07,1510,NA
"13553","02040000",1987-02-08,1460,NA
"13554","02040000",1987-02-09,1560,NA
"13555","02040000",1987-02-10,1330,NA
"13556","02040000",1987-02-11,1010,NA
"13557","02040000",1987-02-12,846,NA
"13558","02040000",1987-02-13,799,NA
"13559","02040000",1987-02-14,768,NA
"13560","02040000",1987-02-15,733,NA
"13561","02040000",1987-02-16,665,NA
"13562","02040000",1987-02-17,602,NA
"13563","02040000",1987-02-18,565,NA
"13564","02040000",1987-02-19,698,NA
"13565","02040000",1987-02-20,710,NA
"13566","02040000",1987-02-21,692,NA
"13567","02040000",1987-02-22,753,NA
"13568","02040000",1987-02-23,2620,NA
"13569","02040000",1987-02-24,3410,NA
"13570","02040000",1987-02-25,3560,NA
"13571","02040000",1987-02-26,3770,NA
"13572","02040000",1987-02-27,3250,NA
"13573","02040000",1987-02-28,1530,NA
"13574","02040000",1987-03-01,3160,NA
"13575","02040000",1987-03-02,3760,NA
"13576","02040000",1987-03-03,4070,NA
"13577","02040000",1987-03-04,4850,NA
"13578","02040000",1987-03-05,5340,NA
"13579","02040000",1987-03-06,2330,NA
"13580","02040000",1987-03-07,1060,NA
"13581","02040000",1987-03-08,900,NA
"13582","02040000",1987-03-09,858,NA
"13583","02040000",1987-03-10,874,NA
"13584","02040000",1987-03-11,835,NA
"13585","02040000",1987-03-12,755,NA
"13586","02040000",1987-03-13,680,NA
"13587","02040000",1987-03-14,635,NA
"13588","02040000",1987-03-15,598,NA
"13589","02040000",1987-03-16,586,NA
"13590","02040000",1987-03-17,615,NA
"13591","02040000",1987-03-18,661,NA
"13592","02040000",1987-03-19,624,NA
"13593","02040000",1987-03-20,591,NA
"13594","02040000",1987-03-21,583,NA
"13595","02040000",1987-03-22,556,NA
"13596","02040000",1987-03-23,517,NA
"13597","02040000",1987-03-24,485,NA
"13598","02040000",1987-03-25,466,NA
"13599","02040000",1987-03-26,452,NA
"13600","02040000",1987-03-27,443,NA
"13601","02040000",1987-03-28,478,NA
"13602","02040000",1987-03-29,585,NA
"13603","02040000",1987-03-30,590,NA
"13604","02040000",1987-03-31,607,NA
"13605","02040000",1987-04-01,686,NA
"13606","02040000",1987-04-02,672,NA
"13607","02040000",1987-04-03,566,NA
"13608","02040000",1987-04-04,541,NA
"13609","02040000",1987-04-05,555,NA
"13610","02040000",1987-04-06,560,NA
"13611","02040000",1987-04-07,546,NA
"13612","02040000",1987-04-08,523,NA
"13613","02040000",1987-04-09,485,NA
"13614","02040000",1987-04-10,455,NA
"13615","02040000",1987-04-11,428,NA
"13616","02040000",1987-04-12,414,NA
"13617","02040000",1987-04-13,402,NA
"13618","02040000",1987-04-14,394,NA
"13619","02040000",1987-04-15,463,NA
"13620","02040000",1987-04-16,2800,NA
"13621","02040000",1987-04-17,4850,NA
"13622","02040000",1987-04-18,7830,NA
"13623","02040000",1987-04-19,10900,NA
"13624","02040000",1987-04-20,10800,NA
"13625","02040000",1987-04-21,8210,NA
"13626","02040000",1987-04-22,4450,NA
"13627","02040000",1987-04-23,1420,NA
"13628","02040000",1987-04-24,1110,NA
"13629","02040000",1987-04-25,1490,NA
"13630","02040000",1987-04-26,2380,NA
"13631","02040000",1987-04-27,2440,NA
"13632","02040000",1987-04-28,1710,NA
"13633","02040000",1987-04-29,1150,NA
"13634","02040000",1987-04-30,945,NA
"13635","02040000",1987-05-01,812,NA
"13636","02040000",1987-05-02,737,NA
"13637","02040000",1987-05-03,797,NA
"13638","02040000",1987-05-04,797,NA
"13639","02040000",1987-05-05,798,NA
"13640","02040000",1987-05-06,737,NA
"13641","02040000",1987-05-07,654,NA
"13642","02040000",1987-05-08,592,NA
"13643","02040000",1987-05-09,544,NA
"13644","02040000",1987-05-10,501,NA
"13645","02040000",1987-05-11,466,NA
"13646","02040000",1987-05-12,439,NA
"13647","02040000",1987-05-13,418,NA
"13648","02040000",1987-05-14,423,NA
"13649","02040000",1987-05-15,442,NA
"13650","02040000",1987-05-16,416,NA
"13651","02040000",1987-05-17,400,NA
"13652","02040000",1987-05-18,384,NA
"13653","02040000",1987-05-19,354,NA
"13654","02040000",1987-05-20,359,NA
"13655","02040000",1987-05-21,453,NA
"13656","02040000",1987-05-22,429,NA
"13657","02040000",1987-05-23,389,NA
"13658","02040000",1987-05-24,357,NA
"13659","02040000",1987-05-25,338,NA
"13660","02040000",1987-05-26,328,NA
"13661","02040000",1987-05-27,338,NA
"13662","02040000",1987-05-28,335,NA
"13663","02040000",1987-05-29,322,NA
"13664","02040000",1987-05-30,301,NA
"13665","02040000",1987-05-31,278,NA
"13666","02040000",1987-06-01,259,NA
"13667","02040000",1987-06-02,254,NA
"13668","02040000",1987-06-03,250,NA
"13669","02040000",1987-06-04,306,NA
"13670","02040000",1987-06-05,392,NA
"13671","02040000",1987-06-06,687,NA
"13672","02040000",1987-06-07,653,NA
"13673","02040000",1987-06-08,414,NA
"13674","02040000",1987-06-09,325,NA
"13675","02040000",1987-06-10,250,NA
"13676","02040000",1987-06-11,210,NA
"13677","02040000",1987-06-12,180,NA
"13678","02040000",1987-06-13,182,NA
"13679","02040000",1987-06-14,200,NA
"13680","02040000",1987-06-15,224,NA
"13681","02040000",1987-06-16,220,NA
"13682","02040000",1987-06-17,215,NA
"13683","02040000",1987-06-18,200,NA
"13684","02040000",1987-06-19,195,NA
"13685","02040000",1987-06-20,195,NA
"13686","02040000",1987-06-21,190,NA
"13687","02040000",1987-06-22,185,NA
"13688","02040000",1987-06-23,185,NA
"13689","02040000",1987-06-24,220,NA
"13690","02040000",1987-06-25,262,NA
"13691","02040000",1987-06-26,215,NA
"13692","02040000",1987-06-27,442,NA
"13693","02040000",1987-06-28,359,NA
"13694","02040000",1987-06-29,246,NA
"13695","02040000",1987-06-30,214,NA
"13696","02040000",1987-07-01,168,NA
"13697","02040000",1987-07-02,133,NA
"13698","02040000",1987-07-03,146,NA
"13699","02040000",1987-07-04,186,NA
"13700","02040000",1987-07-05,282,NA
"13701","02040000",1987-07-06,400,NA
"13702","02040000",1987-07-07,341,NA
"13703","02040000",1987-07-08,236,NA
"13704","02040000",1987-07-09,187,NA
"13705","02040000",1987-07-10,162,NA
"13706","02040000",1987-07-11,138,NA
"13707","02040000",1987-07-12,124,NA
"13708","02040000",1987-07-13,288,NA
"13709","02040000",1987-07-14,363,NA
"13710","02040000",1987-07-15,235,NA
"13711","02040000",1987-07-16,175,NA
"13712","02040000",1987-07-17,140,NA
"13713","02040000",1987-07-18,120,NA
"13714","02040000",1987-07-19,110,NA
"13715","02040000",1987-07-20,98,NA
"13716","02040000",1987-07-21,86,NA
"13717","02040000",1987-07-22,78,NA
"13718","02040000",1987-07-23,74,NA
"13719","02040000",1987-07-24,70,NA
"13720","02040000",1987-07-25,74,NA
"13721","02040000",1987-07-26,72,NA
"13722","02040000",1987-07-27,72,NA
"13723","02040000",1987-07-28,73,NA
"13724","02040000",1987-07-29,69,NA
"13725","02040000",1987-07-30,71,NA
"13726","02040000",1987-07-31,69,NA
"13727","02040000",1987-08-01,70,NA
"13728","02040000",1987-08-02,66,NA
"13729","02040000",1987-08-03,63,NA
"13730","02040000",1987-08-04,58,NA
"13731","02040000",1987-08-05,66,NA
"13732","02040000",1987-08-06,67,NA
"13733","02040000",1987-08-07,57,NA
"13734","02040000",1987-08-08,55,NA
"13735","02040000",1987-08-09,55,NA
"13736","02040000",1987-08-10,54,NA
"13737","02040000",1987-08-11,52,NA
"13738","02040000",1987-08-12,51,NA
"13739","02040000",1987-08-13,49,NA
"13740","02040000",1987-08-14,47,NA
"13741","02040000",1987-08-15,47,NA
"13742","02040000",1987-08-16,50,NA
"13743","02040000",1987-08-17,50,NA
"13744","02040000",1987-08-18,49,NA
"13745","02040000",1987-08-19,105,NA
"13746","02040000",1987-08-20,90,NA
"13747","02040000",1987-08-21,66,NA
"13748","02040000",1987-08-22,62,NA
"13749","02040000",1987-08-23,60,NA
"13750","02040000",1987-08-24,56,NA
"13751","02040000",1987-08-25,65,NA
"13752","02040000",1987-08-26,84,NA
"13753","02040000",1987-08-27,65,NA
"13754","02040000",1987-08-28,60,NA
"13755","02040000",1987-08-29,57,NA
"13756","02040000",1987-08-30,52,NA
"13757","02040000",1987-08-31,47,NA
"13758","02040000",1987-09-01,53,NA
"13759","02040000",1987-09-02,54,NA
"13760","02040000",1987-09-03,52,NA
"13761","02040000",1987-09-04,37,NA
"13762","02040000",1987-09-05,49,NA
"13763","02040000",1987-09-06,61,NA
"13764","02040000",1987-09-07,64,NA
"13765","02040000",1987-09-08,204,NA
"13766","02040000",1987-09-09,1950,NA
"13767","02040000",1987-09-10,2670,NA
"13768","02040000",1987-09-11,2940,NA
"13769","02040000",1987-09-12,3190,NA
"13770","02040000",1987-09-13,807,NA
"13771","02040000",1987-09-14,920,NA
"13772","02040000",1987-09-15,1230,NA
"13773","02040000",1987-09-16,633,NA
"13774","02040000",1987-09-17,419,NA
"13775","02040000",1987-09-18,322,NA
"13776","02040000",1987-09-19,277,NA
"13777","02040000",1987-09-20,557,NA
"13778","02040000",1987-09-21,758,NA
"13779","02040000",1987-09-22,680,NA
"13780","02040000",1987-09-23,472,NA
"13781","02040000",1987-09-24,328,NA
"13782","02040000",1987-09-25,266,NA
"13783","02040000",1987-09-26,264,NA
"13784","02040000",1987-09-27,194,NA
"13785","02040000",1987-09-28,174,NA
"13786","02040000",1987-09-29,164,NA
"13787","02040000",1987-09-30,190,NA
"13788","02040000",1987-10-01,272,NA
"13789","02040000",1987-10-02,363,NA
"13790","02040000",1987-10-03,274,NA
"13791","02040000",1987-10-04,247,NA
"13792","02040000",1987-10-05,242,NA
"13793","02040000",1987-10-06,235,NA
"13794","02040000",1987-10-07,234,NA
"13795","02040000",1987-10-08,291,NA
"13796","02040000",1987-10-09,289,NA
"13797","02040000",1987-10-10,236,NA
"13798","02040000",1987-10-11,202,NA
"13799","02040000",1987-10-12,186,NA
"13800","02040000",1987-10-13,177,NA
"13801","02040000",1987-10-14,166,NA
"13802","02040000",1987-10-15,162,NA
"13803","02040000",1987-10-16,174,NA
"13804","02040000",1987-10-17,170,NA
"13805","02040000",1987-10-18,159,NA
"13806","02040000",1987-10-19,155,NA
"13807","02040000",1987-10-20,151,NA
"13808","02040000",1987-10-21,149,NA
"13809","02040000",1987-10-22,144,NA
"13810","02040000",1987-10-23,140,NA
"13811","02040000",1987-10-24,138,NA
"13812","02040000",1987-10-25,137,NA
"13813","02040000",1987-10-26,139,NA
"13814","02040000",1987-10-27,176,NA
"13815","02040000",1987-10-28,636,NA
"13816","02040000",1987-10-29,565,NA
"13817","02040000",1987-10-30,416,NA
"13818","02040000",1987-10-31,316,NA
"13819","02040000",1987-11-01,267,NA
"13820","02040000",1987-11-02,264,NA
"13821","02040000",1987-11-03,266,NA
"13822","02040000",1987-11-04,287,NA
"13823","02040000",1987-11-05,291,NA
"13824","02040000",1987-11-06,279,NA
"13825","02040000",1987-11-07,284,NA
"13826","02040000",1987-11-08,275,NA
"13827","02040000",1987-11-09,271,NA
"13828","02040000",1987-11-10,387,NA
"13829","02040000",1987-11-11,1660,NA
"13830","02040000",1987-11-12,2420,NA
"13831","02040000",1987-11-13,2170,NA
"13832","02040000",1987-11-14,1370,NA
"13833","02040000",1987-11-15,965,NA
"13834","02040000",1987-11-16,740,NA
"13835","02040000",1987-11-17,634,NA
"13836","02040000",1987-11-18,597,NA
"13837","02040000",1987-11-19,558,NA
"13838","02040000",1987-11-20,518,NA
"13839","02040000",1987-11-21,467,NA
"13840","02040000",1987-11-22,423,NA
"13841","02040000",1987-11-23,384,NA
"13842","02040000",1987-11-24,361,NA
"13843","02040000",1987-11-25,353,NA
"13844","02040000",1987-11-26,346,NA
"13845","02040000",1987-11-27,462,NA
"13846","02040000",1987-11-28,676,NA
"13847","02040000",1987-11-29,1300,NA
"13848","02040000",1987-11-30,2700,NA
"13849","02040000",1987-12-01,2660,NA
"13850","02040000",1987-12-02,1470,NA
"13851","02040000",1987-12-03,872,NA
"13852","02040000",1987-12-04,714,NA
"13853","02040000",1987-12-05,626,NA
"13854","02040000",1987-12-06,551,NA
"13855","02040000",1987-12-07,489,NA
"13856","02040000",1987-12-08,450,NA
"13857","02040000",1987-12-09,426,NA
"13858","02040000",1987-12-10,461,NA
"13859","02040000",1987-12-11,2400,NA
"13860","02040000",1987-12-12,3250,NA
"13861","02040000",1987-12-13,3290,NA
"13862","02040000",1987-12-14,2200,NA
"13863","02040000",1987-12-15,1200,NA
"13864","02040000",1987-12-16,1700,NA
"13865","02040000",1987-12-17,1610,NA
"13866","02040000",1987-12-18,1110,NA
"13867","02040000",1987-12-19,875,NA
"13868","02040000",1987-12-20,774,NA
"13869","02040000",1987-12-21,707,NA
"13870","02040000",1987-12-22,656,NA
"13871","02040000",1987-12-23,608,NA
"13872","02040000",1987-12-24,569,NA
"13873","02040000",1987-12-25,548,NA
"13874","02040000",1987-12-26,560,NA
"13875","02040000",1987-12-27,604,NA
"13876","02040000",1987-12-28,659,NA
"13877","02040000",1987-12-29,905,NA
"13878","02040000",1987-12-30,1150,NA
"13879","02040000",1987-12-31,912,NA
