"","No","Date","Flow","SpC"
"5974","02040000",1966-05-10,324,NA
"5975","02040000",1966-05-11,294,NA
"5976","02040000",1966-05-12,276,NA
"5977","02040000",1966-05-13,258,NA
"5978","02040000",1966-05-14,258,NA
"5979","02040000",1966-05-15,258,NA
"5980","02040000",1966-05-16,250,NA
"5981","02040000",1966-05-17,243,NA
"5982","02040000",1966-05-18,229,NA
"5983","02040000",1966-05-19,222,NA
"5984","02040000",1966-05-20,250,NA
"5985","02040000",1966-05-21,266,NA
"5986","02040000",1966-05-22,229,NA
"5987","02040000",1966-05-23,202,NA
"5988","02040000",1966-05-24,188,NA
"5989","02040000",1966-05-25,181,NA
"5990","02040000",1966-05-26,188,NA
"5991","02040000",1966-05-27,208,NA
"5992","02040000",1966-05-28,333,NA
"5993","02040000",1966-05-29,626,NA
"5994","02040000",1966-05-30,396,NA
"5995","02040000",1966-05-31,276,NA
"5996","02040000",1966-06-01,236,NA
"5997","02040000",1966-06-02,229,NA
"5998","02040000",1966-06-03,208,NA
"5999","02040000",1966-06-04,188,NA
"6000","02040000",1966-06-05,168,NA
"6001","02040000",1966-06-06,154,NA
"6002","02040000",1966-06-07,139,NA
"6003","02040000",1966-06-08,139,NA
"6004","02040000",1966-06-09,152,NA
"6005","02040000",1966-06-10,181,NA
"6006","02040000",1966-06-11,414,NA
"6007","02040000",1966-06-12,982,NA
"6008","02040000",1966-06-13,587,NA
"6009","02040000",1966-06-14,294,NA
"6010","02040000",1966-06-15,208,NA
"6011","02040000",1966-06-16,168,NA
"6012","02040000",1966-06-17,188,NA
"6013","02040000",1966-06-18,229,NA
"6014","02040000",1966-06-19,243,NA
"6015","02040000",1966-06-20,215,NA
"6016","02040000",1966-06-21,188,NA
"6017","02040000",1966-06-22,162,NA
"6018","02040000",1966-06-23,137,NA
"6019","02040000",1966-06-24,121,NA
"6020","02040000",1966-06-25,114,NA
"6021","02040000",1966-06-26,102,NA
"6022","02040000",1966-06-27,92,NA
"6023","02040000",1966-06-28,85,NA
"6024","02040000",1966-06-29,84,NA
"6025","02040000",1966-06-30,104,NA
"6026","02040000",1966-07-01,110,NA
"6027","02040000",1966-07-02,100,NA
"6028","02040000",1966-07-03,94,NA
"6029","02040000",1966-07-04,80,NA
"6030","02040000",1966-07-05,70,NA
"6031","02040000",1966-07-06,65,NA
"6032","02040000",1966-07-07,64,NA
"6033","02040000",1966-07-08,64,NA
"6034","02040000",1966-07-09,59,NA
"6035","02040000",1966-07-10,54,NA
"6036","02040000",1966-07-11,51,NA
"6037","02040000",1966-07-12,45,NA
"6038","02040000",1966-07-13,42,NA
"6039","02040000",1966-07-14,37,NA
"6040","02040000",1966-07-15,41,NA
"6041","02040000",1966-07-16,47,NA
"6042","02040000",1966-07-17,49,NA
"6043","02040000",1966-07-18,42,NA
"6044","02040000",1966-07-19,38,NA
"6045","02040000",1966-07-20,34,NA
"6046","02040000",1966-07-21,30,NA
"6047","02040000",1966-07-22,28,NA
"6048","02040000",1966-07-23,26,NA
"6049","02040000",1966-07-24,24,NA
"6050","02040000",1966-07-25,23,NA
"6051","02040000",1966-07-26,21,NA
"6052","02040000",1966-07-27,19,NA
"6053","02040000",1966-07-28,18,NA
"6054","02040000",1966-07-29,22,NA
"6055","02040000",1966-07-30,42,NA
"6056","02040000",1966-07-31,312,NA
"6057","02040000",1966-08-01,870,NA
"6058","02040000",1966-08-02,360,NA
"6059","02040000",1966-08-03,188,NA
"6060","02040000",1966-08-04,138,NA
"6061","02040000",1966-08-05,181,NA
"6062","02040000",1966-08-06,349,NA
"6063","02040000",1966-08-07,304,NA
"6064","02040000",1966-08-08,202,NA
"6065","02040000",1966-08-09,152,NA
"6066","02040000",1966-08-10,132,NA
"6067","02040000",1966-08-11,181,NA
"6068","02040000",1966-08-12,236,NA
"6069","02040000",1966-08-13,145,NA
"6070","02040000",1966-08-14,109,NA
"6071","02040000",1966-08-15,114,NA
"6072","02040000",1966-08-16,124,NA
"6073","02040000",1966-08-17,105,NA
"6074","02040000",1966-08-18,96,NA
"6075","02040000",1966-08-19,79,NA
"6076","02040000",1966-08-20,69,NA
"6077","02040000",1966-08-21,90,NA
"6078","02040000",1966-08-22,86,NA
"6079","02040000",1966-08-23,174,NA
"6080","02040000",1966-08-24,92,NA
"6081","02040000",1966-08-25,66,NA
"6082","02040000",1966-08-26,56,NA
"6083","02040000",1966-08-27,52,NA
"6084","02040000",1966-08-28,49,NA
"6085","02040000",1966-08-29,47,NA
"6086","02040000",1966-08-30,43,NA
"6087","02040000",1966-08-31,41,NA
"6088","02040000",1966-09-01,37,NA
"6089","02040000",1966-09-02,37,NA
"6090","02040000",1966-09-03,37,NA
"6091","02040000",1966-09-04,34,NA
"6092","02040000",1966-09-05,28,NA
"6093","02040000",1966-09-06,31,NA
"6094","02040000",1966-09-07,28,NA
"6095","02040000",1966-09-08,26,NA
"6096","02040000",1966-09-09,27,NA
"6097","02040000",1966-09-10,26,NA
"6098","02040000",1966-09-11,24,NA
"6099","02040000",1966-09-12,23,NA
"6100","02040000",1966-09-13,26,NA
"6101","02040000",1966-09-14,32,NA
"6102","02040000",1966-09-15,34,NA
"6103","02040000",1966-09-16,31,NA
"6104","02040000",1966-09-17,111,NA
"6105","02040000",1966-09-18,70,NA
"6106","02040000",1966-09-19,52,NA
"6107","02040000",1966-09-20,92,NA
"6108","02040000",1966-09-21,959,NA
"6109","02040000",1966-09-22,1510,NA
"6110","02040000",1966-09-23,1000,NA
"6111","02040000",1966-09-24,445,NA
"6112","02040000",1966-09-25,266,NA
"6113","02040000",1966-09-26,195,NA
"6114","02040000",1966-09-27,168,NA
"6115","02040000",1966-09-28,155,NA
"6116","02040000",1966-09-29,202,NA
"6117","02040000",1966-09-30,222,NA
"6118","02040000",1966-10-01,243,NA
"6119","02040000",1966-10-02,548,NA
"6120","02040000",1966-10-03,1390,NA
"6121","02040000",1966-10-04,898,NA
"6122","02040000",1966-10-05,432,NA
"6123","02040000",1966-10-06,285,NA
"6124","02040000",1966-10-07,222,NA
"6125","02040000",1966-10-08,188,NA
"6126","02040000",1966-10-09,168,NA
"6127","02040000",1966-10-10,162,NA
"6128","02040000",1966-10-11,148,NA
"6129","02040000",1966-10-12,137,NA
"6130","02040000",1966-10-13,128,NA
"6131","02040000",1966-10-14,120,NA
"6132","02040000",1966-10-15,115,NA
"6133","02040000",1966-10-16,114,NA
"6134","02040000",1966-10-17,114,NA
"6135","02040000",1966-10-18,115,NA
"6136","02040000",1966-10-19,437,NA
"6137","02040000",1966-10-20,1580,NA
"6138","02040000",1966-10-21,1680,NA
"6139","02040000",1966-10-22,786,NA
"6140","02040000",1966-10-23,483,NA
"6141","02040000",1966-10-24,336,NA
"6142","02040000",1966-10-25,285,NA
"6143","02040000",1966-10-26,258,NA
"6144","02040000",1966-10-27,236,NA
"6145","02040000",1966-10-28,222,NA
"6146","02040000",1966-10-29,202,NA
"6147","02040000",1966-10-30,195,NA
"6148","02040000",1966-10-31,188,NA
"6149","02040000",1966-11-01,188,NA
"6150","02040000",1966-11-02,188,NA
"6151","02040000",1966-11-03,195,NA
"6152","02040000",1966-11-04,195,NA
"6153","02040000",1966-11-05,258,NA
"6154","02040000",1966-11-06,222,NA
"6155","02040000",1966-11-07,195,NA
"6156","02040000",1966-11-08,188,NA
"6157","02040000",1966-11-09,181,NA
"6158","02040000",1966-11-10,181,NA
"6159","02040000",1966-11-11,181,NA
"6160","02040000",1966-11-12,181,NA
"6161","02040000",1966-11-13,181,NA
"6162","02040000",1966-11-14,181,NA
"6163","02040000",1966-11-15,168,NA
"6164","02040000",1966-11-16,168,NA
"6165","02040000",1966-11-17,162,NA
"6166","02040000",1966-11-18,162,NA
"6167","02040000",1966-11-19,168,NA
"6168","02040000",1966-11-20,174,NA
"6169","02040000",1966-11-21,162,NA
"6170","02040000",1966-11-22,155,NA
"6171","02040000",1966-11-23,162,NA
"6172","02040000",1966-11-24,155,NA
"6173","02040000",1966-11-25,155,NA
"6174","02040000",1966-11-26,155,NA
"6175","02040000",1966-11-27,155,NA
"6176","02040000",1966-11-28,168,NA
"6177","02040000",1966-11-29,195,NA
"6178","02040000",1966-11-30,215,NA
"6179","02040000",1966-12-01,229,NA
"6180","02040000",1966-12-02,202,NA
"6181","02040000",1966-12-03,181,NA
"6182","02040000",1966-12-04,168,NA
"6183","02040000",1966-12-05,155,NA
"6184","02040000",1966-12-06,155,NA
"6185","02040000",1966-12-07,174,NA
"6186","02040000",1966-12-08,168,NA
"6187","02040000",1966-12-09,168,NA
"6188","02040000",1966-12-10,168,NA
"6189","02040000",1966-12-11,174,NA
"6190","02040000",1966-12-12,181,NA
"6191","02040000",1966-12-13,202,NA
"6192","02040000",1966-12-14,236,NA
"6193","02040000",1966-12-15,266,NA
"6194","02040000",1966-12-16,294,NA
"6195","02040000",1966-12-17,266,NA
"6196","02040000",1966-12-18,236,NA
"6197","02040000",1966-12-19,222,NA
"6198","02040000",1966-12-20,208,NA
"6199","02040000",1966-12-21,208,NA
"6200","02040000",1966-12-22,195,NA
"6201","02040000",1966-12-23,195,NA
"6202","02040000",1966-12-24,188,NA
"6203","02040000",1966-12-25,152,NA
"6204","02040000",1966-12-26,150,NA
"6205","02040000",1966-12-27,150,NA
"6206","02040000",1966-12-28,200,NA
"6207","02040000",1966-12-29,300,NA
"6208","02040000",1966-12-30,600,NA
"6209","02040000",1966-12-31,1000,NA
"6210","02040000",1967-01-01,800,NA
"6211","02040000",1967-01-02,750,NA
"6212","02040000",1967-01-03,1000,NA
"6213","02040000",1967-01-04,1360,NA
"6214","02040000",1967-01-05,1420,NA
"6215","02040000",1967-01-06,1420,NA
"6216","02040000",1967-01-07,1040,NA
"6217","02040000",1967-01-08,954,NA
"6218","02040000",1967-01-09,1680,NA
"6219","02040000",1967-01-10,2110,NA
"6220","02040000",1967-01-11,1560,NA
"6221","02040000",1967-01-12,996,NA
"6222","02040000",1967-01-13,786,NA
"6223","02040000",1967-01-14,704,NA
"6224","02040000",1967-01-15,730,NA
"6225","02040000",1967-01-16,842,NA
"6226","02040000",1967-01-17,730,NA
"6227","02040000",1967-01-18,600,NA
"6228","02040000",1967-01-19,535,NA
"6229","02040000",1967-01-20,470,NA
"6230","02040000",1967-01-21,420,NA
"6231","02040000",1967-01-22,509,NA
"6232","02040000",1967-01-23,548,NA
"6233","02040000",1967-01-24,509,NA
"6234","02040000",1967-01-25,470,NA
"6235","02040000",1967-01-26,432,NA
"6236","02040000",1967-01-27,458,NA
"6237","02040000",1967-01-28,561,NA
"6238","02040000",1967-01-29,613,NA
"6239","02040000",1967-01-30,509,NA
"6240","02040000",1967-01-31,420,NA
"6241","02040000",1967-02-01,420,NA
"6242","02040000",1967-02-02,408,NA
"6243","02040000",1967-02-03,396,NA
"6244","02040000",1967-02-04,384,NA
"6245","02040000",1967-02-05,360,NA
"6246","02040000",1967-02-06,348,NA
"6247","02040000",1967-02-07,360,NA
"6248","02040000",1967-02-08,330,NA
"6249","02040000",1967-02-09,325,NA
"6250","02040000",1967-02-10,335,NA
"6251","02040000",1967-02-11,384,NA
"6252","02040000",1967-02-12,483,NA
"6253","02040000",1967-02-13,587,NA
"6254","02040000",1967-02-14,626,NA
"6255","02040000",1967-02-15,704,NA
"6256","02040000",1967-02-16,842,NA
"6257","02040000",1967-02-17,786,NA
"6258","02040000",1967-02-18,678,NA
"6259","02040000",1967-02-19,652,NA
"6260","02040000",1967-02-20,653,NA
"6261","02040000",1967-02-21,1640,NA
"6262","02040000",1967-02-22,2550,NA
"6263","02040000",1967-02-23,2700,NA
"6264","02040000",1967-02-24,1680,NA
"6265","02040000",1967-02-25,1070,NA
"6266","02040000",1967-02-26,758,NA
"6267","02040000",1967-02-27,613,NA
"6268","02040000",1967-02-28,600,NA
"6269","02040000",1967-03-01,639,NA
"6270","02040000",1967-03-02,600,NA
"6271","02040000",1967-03-03,548,NA
"6272","02040000",1967-03-04,509,NA
"6273","02040000",1967-03-05,496,NA
"6274","02040000",1967-03-06,470,NA
"6275","02040000",1967-03-07,1050,NA
"6276","02040000",1967-03-08,1820,NA
"6277","02040000",1967-03-09,1100,NA
"6278","02040000",1967-03-10,786,NA
"6279","02040000",1967-03-11,652,NA
"6280","02040000",1967-03-12,639,NA
"6281","02040000",1967-03-13,600,NA
"6282","02040000",1967-03-14,678,NA
"6283","02040000",1967-03-15,926,NA
"6284","02040000",1967-03-16,1090,NA
"6285","02040000",1967-03-17,982,NA
"6286","02040000",1967-03-18,730,NA
"6287","02040000",1967-03-19,587,NA
"6288","02040000",1967-03-20,522,NA
"6289","02040000",1967-03-21,678,NA
"6290","02040000",1967-03-22,1380,NA
"6291","02040000",1967-03-23,1390,NA
"6292","02040000",1967-03-24,926,NA
"6293","02040000",1967-03-25,745,NA
"6294","02040000",1967-03-26,652,NA
"6295","02040000",1967-03-27,600,NA
"6296","02040000",1967-03-28,600,NA
"6297","02040000",1967-03-29,600,NA
"6298","02040000",1967-03-30,587,NA
"6299","02040000",1967-03-31,535,NA
"6300","02040000",1967-04-01,470,NA
"6301","02040000",1967-04-02,445,NA
"6302","02040000",1967-04-03,420,NA
"6303","02040000",1967-04-04,396,NA
"6304","02040000",1967-04-05,384,NA
"6305","02040000",1967-04-06,384,NA
"6306","02040000",1967-04-07,360,NA
"6307","02040000",1967-04-08,348,NA
"6308","02040000",1967-04-09,314,NA
"6309","02040000",1967-04-10,304,NA
"6310","02040000",1967-04-11,304,NA
"6311","02040000",1967-04-12,294,NA
"6312","02040000",1967-04-13,276,NA
"6313","02040000",1967-04-14,266,NA
"6314","02040000",1967-04-15,266,NA
"6315","02040000",1967-04-16,276,NA
"6316","02040000",1967-04-17,258,NA
"6317","02040000",1967-04-18,258,NA
"6318","02040000",1967-04-19,285,NA
"6319","02040000",1967-04-20,294,NA
"6320","02040000",1967-04-21,250,NA
"6321","02040000",1967-04-22,236,NA
"6322","02040000",1967-04-23,229,NA
"6323","02040000",1967-04-24,236,NA
"6324","02040000",1967-04-25,222,NA
"6325","02040000",1967-04-26,208,NA
"6326","02040000",1967-04-27,266,NA
"6327","02040000",1967-04-28,336,NA
"6328","02040000",1967-04-29,324,NA
"6329","02040000",1967-04-30,266,NA
"6330","02040000",1967-05-01,236,NA
"6331","02040000",1967-05-02,222,NA
"6332","02040000",1967-05-03,222,NA
"6333","02040000",1967-05-04,229,NA
"6334","02040000",1967-05-05,229,NA
"6335","02040000",1967-05-06,215,NA
"6336","02040000",1967-05-07,458,NA
"6337","02040000",1967-05-08,1170,NA
"6338","02040000",1967-05-09,1550,NA
"6339","02040000",1967-05-10,870,NA
"6340","02040000",1967-05-11,522,NA
"6341","02040000",1967-05-12,396,NA
"6342","02040000",1967-05-13,336,NA
"6343","02040000",1967-05-14,324,NA
"6344","02040000",1967-05-15,348,NA
"6345","02040000",1967-05-16,445,NA
"6346","02040000",1967-05-17,432,NA
"6347","02040000",1967-05-18,360,NA
"6348","02040000",1967-05-19,294,NA
"6349","02040000",1967-05-20,266,NA
"6350","02040000",1967-05-21,243,NA
"6351","02040000",1967-05-22,250,NA
"6352","02040000",1967-05-23,266,NA
"6353","02040000",1967-05-24,285,NA
"6354","02040000",1967-05-25,266,NA
"6355","02040000",1967-05-26,229,NA
"6356","02040000",1967-05-27,208,NA
"6357","02040000",1967-05-28,195,NA
"6358","02040000",1967-05-29,188,NA
"6359","02040000",1967-05-30,181,NA
"6360","02040000",1967-05-31,202,NA
"6361","02040000",1967-06-01,222,NA
"6362","02040000",1967-06-02,243,NA
"6363","02040000",1967-06-03,236,NA
"6364","02040000",1967-06-04,208,NA
"6365","02040000",1967-06-05,188,NA
"6366","02040000",1967-06-06,168,NA
"6367","02040000",1967-06-07,162,NA
"6368","02040000",1967-06-08,155,NA
"6369","02040000",1967-06-09,145,NA
"6370","02040000",1967-06-10,138,NA
"6371","02040000",1967-06-11,129,NA
"6372","02040000",1967-06-12,122,NA
"6373","02040000",1967-06-13,114,NA
"6374","02040000",1967-06-14,105,NA
"6375","02040000",1967-06-15,103,NA
"6376","02040000",1967-06-16,100,NA
"6377","02040000",1967-06-17,99,NA
"6378","02040000",1967-06-18,106,NA
"6379","02040000",1967-06-19,129,NA
"6380","02040000",1967-06-20,360,NA
"6381","02040000",1967-06-21,243,NA
"6382","02040000",1967-06-22,174,NA
"6383","02040000",1967-06-23,229,NA
"6384","02040000",1967-06-24,1150,NA
"6385","02040000",1967-06-25,1090,NA
"6386","02040000",1967-06-26,548,NA
"6387","02040000",1967-06-27,870,NA
"6388","02040000",1967-06-28,458,NA
"6389","02040000",1967-06-29,276,NA
"6390","02040000",1967-06-30,202,NA
"6391","02040000",1967-07-01,174,NA
"6392","02040000",1967-07-02,174,NA
"6393","02040000",1967-07-03,276,NA
"6394","02040000",1967-07-04,215,NA
"6395","02040000",1967-07-05,208,NA
"6396","02040000",1967-07-06,181,NA
"6397","02040000",1967-07-07,143,NA
"6398","02040000",1967-07-08,139,NA
"6399","02040000",1967-07-09,130,NA
"6400","02040000",1967-07-10,134,NA
"6401","02040000",1967-07-11,145,NA
"6402","02040000",1967-07-12,134,NA
"6403","02040000",1967-07-13,168,NA
"6404","02040000",1967-07-14,266,NA
"6405","02040000",1967-07-15,174,NA
"6406","02040000",1967-07-16,146,NA
"6407","02040000",1967-07-17,133,NA
"6408","02040000",1967-07-18,174,NA
"6409","02040000",1967-07-19,456,NA
"6410","02040000",1967-07-20,786,NA
"6411","02040000",1967-07-21,396,NA
"6412","02040000",1967-07-22,243,NA
"6413","02040000",1967-07-23,188,NA
"6414","02040000",1967-07-24,155,NA
"6415","02040000",1967-07-25,132,NA
"6416","02040000",1967-07-26,115,NA
"6417","02040000",1967-07-27,103,NA
"6418","02040000",1967-07-28,94,NA
"6419","02040000",1967-07-29,92,NA
"6420","02040000",1967-07-30,81,NA
"6421","02040000",1967-07-31,78,NA
"6422","02040000",1967-08-01,78,NA
"6423","02040000",1967-08-02,85,NA
"6424","02040000",1967-08-03,102,NA
"6425","02040000",1967-08-04,81,NA
"6426","02040000",1967-08-05,71,NA
"6427","02040000",1967-08-06,110,NA
"6428","02040000",1967-08-07,162,NA
"6429","02040000",1967-08-08,208,NA
"6430","02040000",1967-08-09,195,NA
"6431","02040000",1967-08-10,165,NA
"6432","02040000",1967-08-11,136,NA
"6433","02040000",1967-08-12,106,NA
"6434","02040000",1967-08-13,92,NA
"6435","02040000",1967-08-14,75,NA
"6436","02040000",1967-08-15,68,NA
"6437","02040000",1967-08-16,67,NA
"6438","02040000",1967-08-17,59,NA
"6439","02040000",1967-08-18,57,NA
"6440","02040000",1967-08-19,56,NA
"6441","02040000",1967-08-20,55,NA
"6442","02040000",1967-08-21,56,NA
"6443","02040000",1967-08-22,93,NA
"6444","02040000",1967-08-23,142,NA
"6445","02040000",1967-08-24,1090,NA
"6446","02040000",1967-08-25,1820,NA
"6447","02040000",1967-08-26,2000,NA
"6448","02040000",1967-08-27,1470,NA
"6449","02040000",1967-08-28,2210,NA
"6450","02040000",1967-08-29,1050,NA
"6451","02040000",1967-08-30,496,NA
"6452","02040000",1967-08-31,314,NA
"6453","02040000",1967-09-01,266,NA
"6454","02040000",1967-09-02,276,NA
"6455","02040000",1967-09-03,236,NA
"6456","02040000",1967-09-04,202,NA
"6457","02040000",1967-09-05,168,NA
"6458","02040000",1967-09-06,143,NA
"6459","02040000",1967-09-07,130,NA
"6460","02040000",1967-09-08,120,NA
"6461","02040000",1967-09-09,116,NA
"6462","02040000",1967-09-10,121,NA
"6463","02040000",1967-09-11,120,NA
"6464","02040000",1967-09-12,125,NA
"6465","02040000",1967-09-13,116,NA
"6466","02040000",1967-09-14,104,NA
"6467","02040000",1967-09-15,97,NA
"6468","02040000",1967-09-16,93,NA
"6469","02040000",1967-09-17,90,NA
"6470","02040000",1967-09-18,87,NA
"6471","02040000",1967-09-19,87,NA
"6472","02040000",1967-09-20,86,NA
"6473","02040000",1967-09-21,82,NA
"6474","02040000",1967-09-22,91,NA
"6475","02040000",1967-09-23,114,NA
"6476","02040000",1967-09-24,97,NA
"6477","02040000",1967-09-25,86,NA
"6478","02040000",1967-09-26,79,NA
"6479","02040000",1967-09-27,74,NA
"6480","02040000",1967-09-28,78,NA
"6481","02040000",1967-09-29,90,NA
"6482","02040000",1967-09-30,86,NA
"6483","02040000",1967-10-01,86,NA
"6484","02040000",1967-10-02,91,NA
"6485","02040000",1967-10-03,84,NA
"6486","02040000",1967-10-04,76,NA
"6487","02040000",1967-10-05,72,NA
"6488","02040000",1967-10-06,69,NA
"6489","02040000",1967-10-07,70,NA
"6490","02040000",1967-10-08,73,NA
"6491","02040000",1967-10-09,71,NA
"6492","02040000",1967-10-10,75,NA
"6493","02040000",1967-10-11,102,NA
"6494","02040000",1967-10-12,120,NA
"6495","02040000",1967-10-13,167,NA
"6496","02040000",1967-10-14,126,NA
"6497","02040000",1967-10-15,100,NA
"6498","02040000",1967-10-16,91,NA
"6499","02040000",1967-10-17,86,NA
"6500","02040000",1967-10-18,92,NA
"6501","02040000",1967-10-19,109,NA
"6502","02040000",1967-10-20,158,NA
"6503","02040000",1967-10-21,195,NA
"6504","02040000",1967-10-22,142,NA
"6505","02040000",1967-10-23,116,NA
"6506","02040000",1967-10-24,105,NA
"6507","02040000",1967-10-25,106,NA
"6508","02040000",1967-10-26,128,NA
"6509","02040000",1967-10-27,132,NA
"6510","02040000",1967-10-28,152,NA
"6511","02040000",1967-10-29,151,NA
"6512","02040000",1967-10-30,130,NA
"6513","02040000",1967-10-31,120,NA
"6514","02040000",1967-11-01,117,NA
"6515","02040000",1967-11-02,126,NA
"6516","02040000",1967-11-03,155,NA
"6517","02040000",1967-11-04,195,NA
"6518","02040000",1967-11-05,188,NA
"6519","02040000",1967-11-06,162,NA
"6520","02040000",1967-11-07,142,NA
"6521","02040000",1967-11-08,132,NA
"6522","02040000",1967-11-09,128,NA
"6523","02040000",1967-11-10,126,NA
"6524","02040000",1967-11-11,126,NA
"6525","02040000",1967-11-12,128,NA
"6526","02040000",1967-11-13,125,NA
"6527","02040000",1967-11-14,126,NA
"6528","02040000",1967-11-15,124,NA
"6529","02040000",1967-11-16,128,NA
"6530","02040000",1967-11-17,132,NA
"6531","02040000",1967-11-18,132,NA
"6532","02040000",1967-11-19,130,NA
"6533","02040000",1967-11-20,132,NA
"6534","02040000",1967-11-21,132,NA
"6535","02040000",1967-11-22,136,NA
"6536","02040000",1967-11-23,139,NA
"6537","02040000",1967-11-24,143,NA
"6538","02040000",1967-11-25,168,NA
"6539","02040000",1967-11-26,195,NA
"6540","02040000",1967-11-27,208,NA
"6541","02040000",1967-11-28,195,NA
"6542","02040000",1967-11-29,168,NA
"6543","02040000",1967-11-30,164,NA
"6544","02040000",1967-12-01,188,NA
"6545","02040000",1967-12-02,208,NA
"6546","02040000",1967-12-03,324,NA
"6547","02040000",1967-12-04,758,NA
"6548","02040000",1967-12-05,954,NA
"6549","02040000",1967-12-06,522,NA
"6550","02040000",1967-12-07,348,NA
"6551","02040000",1967-12-08,276,NA
"6552","02040000",1967-12-09,250,NA
"6553","02040000",1967-12-10,264,NA
"6554","02040000",1967-12-11,1420,NA
"6555","02040000",1967-12-12,2140,NA
"6556","02040000",1967-12-13,2070,NA
"6557","02040000",1967-12-14,1090,NA
"6558","02040000",1967-12-15,678,NA
"6559","02040000",1967-12-16,522,NA
"6560","02040000",1967-12-17,420,NA
"6561","02040000",1967-12-18,384,NA
"6562","02040000",1967-12-19,574,NA
"6563","02040000",1967-12-20,678,NA
"6564","02040000",1967-12-21,561,NA
"6565","02040000",1967-12-22,496,NA
"6566","02040000",1967-12-23,1950,NA
"6567","02040000",1967-12-24,2770,NA
"6568","02040000",1967-12-25,2890,NA
"6569","02040000",1967-12-26,1730,NA
"6570","02040000",1967-12-27,1010,NA
"6571","02040000",1967-12-28,926,NA
"6572","02040000",1967-12-29,2210,NA
"6573","02040000",1967-12-30,2660,NA
"6574","02040000",1967-12-31,2740,NA
"6575","02040000",1968-01-01,1450,NA
"6576","02040000",1968-01-02,898,NA
"6577","02040000",1968-01-03,758,NA
"6578","02040000",1968-01-04,678,NA
"6579","02040000",1968-01-05,680,NA
"6580","02040000",1968-01-06,650,NA
"6581","02040000",1968-01-07,600,NA
"6582","02040000",1968-01-08,550,NA
"6583","02040000",1968-01-09,480,NA
"6584","02040000",1968-01-10,450,NA
"6585","02040000",1968-01-11,480,NA
"6586","02040000",1968-01-12,535,NA
"6587","02040000",1968-01-13,730,NA
"6588","02040000",1968-01-14,2920,NA
"6589","02040000",1968-01-15,3500,NA
"6590","02040000",1968-01-16,3610,NA
"6591","02040000",1968-01-17,3610,NA
"6592","02040000",1968-01-18,1670,NA
"6593","02040000",1968-01-19,898,NA
"6594","02040000",1968-01-20,814,NA
"6595","02040000",1968-01-21,730,NA
"6596","02040000",1968-01-22,704,NA
"6597","02040000",1968-01-23,652,NA
"6598","02040000",1968-01-24,639,NA
"6599","02040000",1968-01-25,626,NA
"6600","02040000",1968-01-26,548,NA
"6601","02040000",1968-01-27,470,NA
"6602","02040000",1968-01-28,470,NA
"6603","02040000",1968-01-29,496,NA
"6604","02040000",1968-01-30,458,NA
"6605","02040000",1968-01-31,432,NA
"6606","02040000",1968-02-01,420,NA
"6607","02040000",1968-02-02,420,NA
"6608","02040000",1968-02-03,509,NA
"6609","02040000",1968-02-04,600,NA
"6610","02040000",1968-02-05,574,NA
"6611","02040000",1968-02-06,483,NA
"6612","02040000",1968-02-07,432,NA
"6613","02040000",1968-02-08,408,NA
"6614","02040000",1968-02-09,420,NA
"6615","02040000",1968-02-10,396,NA
"6616","02040000",1968-02-11,372,NA
"6617","02040000",1968-02-12,304,NA
"6618","02040000",1968-02-13,276,NA
"6619","02040000",1968-02-14,280,NA
"6620","02040000",1968-02-15,300,NA
"6621","02040000",1968-02-16,300,NA
"6622","02040000",1968-02-17,270,NA
"6623","02040000",1968-02-18,250,NA
"6624","02040000",1968-02-19,240,NA
"6625","02040000",1968-02-20,230,NA
"6626","02040000",1968-02-21,240,NA
"6627","02040000",1968-02-22,250,NA
"6628","02040000",1968-02-23,240,NA
"6629","02040000",1968-02-24,243,NA
"6630","02040000",1968-02-25,258,NA
"6631","02040000",1968-02-26,276,NA
"6632","02040000",1968-02-27,258,NA
"6633","02040000",1968-02-28,258,NA
"6634","02040000",1968-02-29,276,NA
"6635","02040000",1968-03-01,324,NA
"6636","02040000",1968-03-02,372,NA
"6637","02040000",1968-03-03,408,NA
"6638","02040000",1968-03-04,384,NA
"6639","02040000",1968-03-05,360,NA
"6640","02040000",1968-03-06,324,NA
"6641","02040000",1968-03-07,304,NA
"6642","02040000",1968-03-08,285,NA
"6643","02040000",1968-03-09,266,NA
"6644","02040000",1968-03-10,266,NA
"6645","02040000",1968-03-11,324,NA
"6646","02040000",1968-03-12,689,NA
"6647","02040000",1968-03-13,2430,NA
"6648","02040000",1968-03-14,2660,NA
"6649","02040000",1968-03-15,2320,NA
"6650","02040000",1968-03-16,954,NA
"6651","02040000",1968-03-17,1010,NA
"6652","02040000",1968-03-18,2470,NA
"6653","02040000",1968-03-19,2660,NA
"6654","02040000",1968-03-20,1390,NA
"6655","02040000",1968-03-21,898,NA
"6656","02040000",1968-03-22,758,NA
"6657","02040000",1968-03-23,652,NA
"6658","02040000",1968-03-24,678,NA
"6659","02040000",1968-03-25,758,NA
"6660","02040000",1968-03-26,626,NA
"6661","02040000",1968-03-27,535,NA
"6662","02040000",1968-03-28,485,NA
"6663","02040000",1968-03-29,445,NA
"6664","02040000",1968-03-30,408,NA
"6665","02040000",1968-03-31,396,NA
"6666","02040000",1968-04-01,384,NA
"6667","02040000",1968-04-02,384,NA
"6668","02040000",1968-04-03,372,NA
"6669","02040000",1968-04-04,348,NA
