"","No","Date","Flow","SpC","Lat","Long","Drain"
"311","01564997",1994-04-07,356,242,40.66173647,-77.5999947,57.4
"312","01564997",1994-04-08,261,258,40.66173647,-77.5999947,57.4
"313","01564997",1994-04-09,232,267,40.66173647,-77.5999947,57.4
"314","01564997",1994-04-10,224,273,40.66173647,-77.5999947,57.4
"315","01564997",1994-04-11,201,291,40.66173647,-77.5999947,57.4
"316","01564997",1994-04-12,203,304,40.66173647,-77.5999947,57.4
"317","01564997",1994-04-13,253,303,40.66173647,-77.5999947,57.4
"318","01564997",1994-04-14,256,,40.66173647,-77.5999947,57.4
"319","01564997",1994-04-15,235,,40.66173647,-77.5999947,57.4
"320","01564997",1994-04-16,225,,40.66173647,-77.5999947,57.4
"321","01564997",1994-04-17,196,,40.66173647,-77.5999947,57.4
"322","01564997",1994-04-18,177,,40.66173647,-77.5999947,57.4
"323","01564997",1994-04-19,165,,40.66173647,-77.5999947,57.4
"324","01564997",1994-04-20,151,,40.66173647,-77.5999947,57.4
"325","01564997",1994-04-21,140,,40.66173647,-77.5999947,57.4
"326","01564997",1994-04-22,131,,40.66173647,-77.5999947,57.4
"327","01564997",1994-04-23,123,,40.66173647,-77.5999947,57.4
"328","01564997",1994-04-24,117,,40.66173647,-77.5999947,57.4
"329","01564997",1994-04-25,111,,40.66173647,-77.5999947,57.4
"330","01564997",1994-04-26,106,,40.66173647,-77.5999947,57.4
"331","01564997",1994-04-27,101,,40.66173647,-77.5999947,57.4
"332","01564997",1994-04-28,96,,40.66173647,-77.5999947,57.4
"333","01564997",1994-04-29,101,,40.66173647,-77.5999947,57.4
"334","01564997",1994-04-30,97,,40.66173647,-77.5999947,57.4
"335","01564997",1994-05-01,112,,40.66173647,-77.5999947,57.4
"336","01564997",1994-05-02,93,,40.66173647,-77.5999947,57.4
"337","01564997",1994-05-03,87,,40.66173647,-77.5999947,57.4
"338","01564997",1994-05-04,86,,40.66173647,-77.5999947,57.4
"339","01564997",1994-05-05,84,,40.66173647,-77.5999947,57.4
"340","01564997",1994-05-06,82,419,40.66173647,-77.5999947,57.4
"341","01564997",1994-05-07,89,412,40.66173647,-77.5999947,57.4
"342","01564997",1994-05-08,130,345,40.66173647,-77.5999947,57.4
"343","01564997",1994-05-09,104,361,40.66173647,-77.5999947,57.4
"344","01564997",1994-05-10,100,366,40.66173647,-77.5999947,57.4
"345","01564997",1994-05-11,95,367,40.66173647,-77.5999947,57.4
"346","01564997",1994-05-12,102,359,40.66173647,-77.5999947,57.4
"347","01564997",1994-05-13,91,364,40.66173647,-77.5999947,57.4
"348","01564997",1994-05-14,84,398,40.66173647,-77.5999947,57.4
"349","01564997",1994-05-15,80,408,40.66173647,-77.5999947,57.4
"350","01564997",1994-05-16,80,409,40.66173647,-77.5999947,57.4
"351","01564997",1994-05-17,74,425,40.66173647,-77.5999947,57.4
"352","01564997",1994-05-18,70,443,40.66173647,-77.5999947,57.4
"353","01564997",1994-05-19,67,446,40.66173647,-77.5999947,57.4
"354","01564997",1994-05-20,65,447,40.66173647,-77.5999947,57.4
"355","01564997",1994-05-21,61,453,40.66173647,-77.5999947,57.4
"356","01564997",1994-05-22,59,527,40.66173647,-77.5999947,57.4
"357","01564997",1994-05-23,57,615,40.66173647,-77.5999947,57.4
"358","01564997",1994-05-24,56,645,40.66173647,-77.5999947,57.4
"359","01564997",1994-05-25,62,636,40.66173647,-77.5999947,57.4
"360","01564997",1994-05-26,61,524,40.66173647,-77.5999947,57.4
"361","01564997",1994-05-27,55,549,40.66173647,-77.5999947,57.4
"362","01564997",1994-05-28,50,687,40.66173647,-77.5999947,57.4
"363","01564997",1994-05-29,48,742,40.66173647,-77.5999947,57.4
"364","01564997",1994-05-30,46,746,40.66173647,-77.5999947,57.4
"365","01564997",1994-05-31,44,704,40.66173647,-77.5999947,57.4
"366","01564997",1994-06-01,44,649,40.66173647,-77.5999947,57.4
"367","01564997",1994-06-02,41,608,40.66173647,-77.5999947,57.4
"368","01564997",1994-06-03,40,564,40.66173647,-77.5999947,57.4
"369","01564997",1994-06-04,39,520,40.66173647,-77.5999947,57.4
"370","01564997",1994-06-05,38,545,40.66173647,-77.5999947,57.4
"371","01564997",1994-06-06,41,557,40.66173647,-77.5999947,57.4
"372","01564997",1994-06-07,50,442,40.66173647,-77.5999947,57.4
"373","01564997",1994-06-08,40,463,40.66173647,-77.5999947,57.4
"374","01564997",1994-06-09,38,478,40.66173647,-77.5999947,57.4
"375","01564997",1994-06-10,36,480,40.66173647,-77.5999947,57.4
"376","01564997",1994-06-11,37,485,40.66173647,-77.5999947,57.4
"377","01564997",1994-06-12,36,480,40.66173647,-77.5999947,57.4
"378","01564997",1994-06-13,34,488,40.66173647,-77.5999947,57.4
"379","01564997",1994-06-14,33,491,40.66173647,-77.5999947,57.4
"380","01564997",1994-06-15,32,497,40.66173647,-77.5999947,57.4
"381","01564997",1994-06-16,52,481,40.66173647,-77.5999947,57.4
"382","01564997",1994-06-17,51,389,40.66173647,-77.5999947,57.4
"383","01564997",1994-06-18,47,478,40.66173647,-77.5999947,57.4
"384","01564997",1994-06-19,46,449,40.66173647,-77.5999947,57.4
"385","01564997",1994-06-20,39,495,40.66173647,-77.5999947,57.4
"386","01564997",1994-06-21,38,490,40.66173647,-77.5999947,57.4
"387","01564997",1994-06-22,36,492,40.66173647,-77.5999947,57.4
"388","01564997",1994-06-23,34,496,40.66173647,-77.5999947,57.4
"389","01564997",1994-06-24,33,535,40.66173647,-77.5999947,57.4
"390","01564997",1994-06-25,32,577,40.66173647,-77.5999947,57.4
"391","01564997",1994-06-26,31,579,40.66173647,-77.5999947,57.4
"392","01564997",1994-06-27,31,602,40.66173647,-77.5999947,57.4
"393","01564997",1994-06-28,31,582,40.66173647,-77.5999947,57.4
"394","01564997",1994-06-29,29,578,40.66173647,-77.5999947,57.4
"395","01564997",1994-06-30,32,556,40.66173647,-77.5999947,57.4
"396","01564997",1994-07-01,28,529,40.66173647,-77.5999947,57.4
"397","01564997",1994-07-02,26,518,40.66173647,-77.5999947,57.4
"398","01564997",1994-07-03,26,509,40.66173647,-77.5999947,57.4
"399","01564997",1994-07-04,26,498,40.66173647,-77.5999947,57.4
"400","01564997",1994-07-05,25,499,40.66173647,-77.5999947,57.4
"401","01564997",1994-07-06,51,482,40.66173647,-77.5999947,57.4
"402","01564997",1994-07-07,110,239,40.66173647,-77.5999947,57.4
"403","01564997",1994-07-08,45,315,40.66173647,-77.5999947,57.4
"404","01564997",1994-07-09,38,334,40.66173647,-77.5999947,57.4
