     Day,      Date,Flow,Direct Runoff,Base Flow,
3213,7/18/1967,1.7,0.23,1.47,
3214,7/19/1967,1.7,0.24,1.46,
3215,7/20/1967,1.7,0.25,1.45,
3216,7/21/1967,2.3,0.81,1.49,
3217,7/22/1967,2.1,0.59,1.51,
3218,7/23/1967,1.8,0.3,1.5,
3219,7/24/1967,1.6,0.12,1.48,
3220,7/25/1967,1.6,0.14,1.46,
3221,7/26/1967,1.6,0.16,1.44,
3222,7/27/1967,1.6,0.17,1.43,
3223,7/28/1967,1.6,0.19,1.41,
3224,7/29/1967,1.6,0.2,1.4,
3225,7/30/1967,1.6,0.21,1.39,
3226,7/31/1967,1.6,0.22,1.38,
3227,8/1/1967,2.5,1.06,1.44,
3228,8/2/1967,2,0.55,1.45,
3229,8/3/1967,2.5,1,1.5,
3230,8/4/1967,51,45.86,5.14,
3231,8/5/1967,37,29.59,7.41,
3232,8/6/1967,11,3.46,7.54,
3233,8/7/1967,5.8,0,5.8,
3234,8/8/1967,4.3,0,4.3,
3235,8/9/1967,3.6,0,3.6,
3236,8/10/1967,3.6,0.07,3.53,
3237,8/11/1967,3,0,3,
3238,8/12/1967,2.9,0,2.9,
3239,8/13/1967,2.9,0.05,2.85,
3240,8/14/1967,2.6,0,2.6,
3241,8/15/1967,2.4,0,2.4,
3242,8/16/1967,2.3,0,2.3,
3243,8/17/1967,2.3,0.04,2.26,
3244,8/18/1967,2.1,0,2.1,
3245,8/19/1967,2.4,0.32,2.08,
3246,8/20/1967,2.3,0.24,2.06,
3247,8/21/1967,3.1,1,2.1,
3248,8/22/1967,6.2,3.84,2.36,
3249,8/23/1967,12,8.97,3.03,
3250,8/24/1967,11,7.43,3.57,
3251,8/25/1967,31,25.47,5.53,
3252,8/26/1967,21,14.42,6.58,
3253,8/27/1967,15,7.92,7.08,
3254,8/28/1967,18,10.24,7.76,
3255,8/29/1967,9.1,1.39,7.71,
3256,8/30/1967,8.3,0.69,7.61,
3257,8/31/1967,7.5,0.04,7.46,
3258,9/1/1967,6.8,0,6.8,
3259,9/2/1967,6.4,0,6.4,
3260,9/3/1967,5.9,0,5.9,
3261,9/4/1967,5.6,0,5.6,
3262,9/5/1967,5.3,0,5.3,
3263,9/6/1967,5,0,5,
3264,9/7/1967,4.8,0,4.8,
3265,9/8/1967,4.7,0,4.7,
3266,9/9/1967,4.6,0,4.6,
3267,9/10/1967,4.6,0.09,4.51,
3268,9/11/1967,4.3,0,4.3,
3269,9/12/1967,4.1,0,4.1,
3270,9/13/1967,3.8,0,3.8,
3271,9/14/1967,3.6,0,3.6,
3272,9/15/1967,3.5,0,3.5,
3273,9/16/1967,4.7,1.18,3.52,
3274,9/17/1967,4.1,0.6,3.5,
3275,9/18/1967,3.8,0.34,3.46,
3276,9/19/1967,3.5,0.1,3.4,
3277,9/20/1967,3.3,0,3.3,
3278,9/21/1967,3.3,0.06,3.24,
3279,9/22/1967,3.3,0.12,3.18,
3280,9/23/1967,3.1,0,3.1,
3281,9/24/1967,3.1,0.06,3.04,
3282,9/25/1967,2.9,0,2.9,
3283,9/26/1967,2.9,0.05,2.85,
3284,9/27/1967,2.8,0.01,2.79,
3285,9/28/1967,3.3,0.52,2.78,
3286,9/29/1967,27,22.48,4.52,
3287,9/30/1967,7.9,3.21,4.69,
3288,10/1/1967,6,1.3,4.7,
3289,10/2/1967,5.4,0.74,4.66,
3290,10/3/1967,5.1,0.49,4.61,
3291,10/4/1967,4.9,0.36,4.54,
3292,10/5/1967,4.7,0.23,4.47,
3293,10/6/1967,4.5,0.11,4.39,
3294,10/7/1967,4.4,0.09,4.31,
3295,10/8/1967,4.4,0.16,4.24,
3296,10/9/1967,4.6,0.41,4.19,
3297,10/10/1967,5,0.83,4.17,
3298,10/11/1967,4.9,0.75,4.15,
3299,10/12/1967,4.4,0.31,4.09,
3300,10/13/1967,4.3,0.27,4.03,
3301,10/14/1967,4.2,0.23,3.97,
3302,10/15/1967,4.1,0.2,3.9,
3303,10/16/1967,4,0.16,3.84,
3304,10/17/1967,4,0.22,3.78,
3305,10/18/1967,4.6,0.83,3.77,
3306,10/19/1967,4.3,0.56,3.74,
3307,10/20/1967,3.9,0.22,3.68,
3308,10/21/1967,3.9,0.27,3.63,
3309,10/22/1967,3.7,0.13,3.57,
3310,10/23/1967,3.6,0.1,3.5,
3311,10/24/1967,3.6,0.15,3.45,
3312,10/25/1967,5,1.5,3.5,
3313,10/26/1967,5.7,2.1,3.6,
3314,10/27/1967,4.4,0.81,3.59,
3315,10/28/1967,4.1,0.54,3.56,
3316,10/29/1967,3.9,0.38,3.52,
3317,10/30/1967,3.8,0.33,3.47,
3318,10/31/1967,3.8,0.37,3.43,
3319,11/1/1967,3.8,0.4,3.4,
3320,11/2/1967,4.3,0.9,3.4,
3321,11/3/1967,4.8,1.36,3.44,
3322,11/4/1967,4.2,0.77,3.43,
3323,11/5/1967,3.9,0.49,3.41,
3324,11/6/1967,3.7,0.34,3.36,
3325,11/7/1967,3.7,0.37,3.33,
3326,11/8/1967,3.6,0.31,3.29,
3327,11/9/1967,3.6,0.35,3.25,
3328,11/10/1967,3.5,0.29,3.21,
3329,11/11/1967,3.3,0.15,3.15,
3330,11/12/1967,3.5,0.38,3.12,
3331,11/13/1967,3.4,0.32,3.08,
3332,11/14/1967,3.2,0.16,3.04,
3333,11/15/1967,3,0.02,2.98,
3334,11/16/1967,3,0.08,2.92,
3335,11/17/1967,3.1,0.22,2.88,
3336,11/18/1967,3.1,0.25,2.85,
3337,11/19/1967,2.9,0.1,2.8,
3338,11/20/1967,2.9,0.15,2.75,
3339,11/21/1967,2.9,0.19,2.71,
3340,11/22/1967,3,0.32,2.68,
3341,11/23/1967,3.2,0.53,2.67,
3342,11/24/1967,2.8,0.17,2.63,
3343,11/25/1967,2.8,0.2,2.6,
3344,11/26/1967,2.5,0,2.5,
3345,11/27/1967,2.5,0.05,2.45,
3346,11/28/1967,2.4,0,2.4,
3347,11/29/1967,2.3,0,2.3,
3348,11/30/1967,2.5,0.23,2.27,
3349,12/1/1967,2.3,0.07,2.23,
3350,12/2/1967,2.3,0.1,2.2,
3351,12/3/1967,17,13.75,3.25,
3352,12/4/1967,9.4,5.75,3.65,
3353,12/5/1967,6.1,2.34,3.76,
3354,12/6/1967,5.5,1.68,3.82,
3355,12/7/1967,5.2,1.35,3.85,
3356,12/8/1967,5,1.13,3.87,
3357,12/9/1967,4.7,0.84,3.86,
3358,12/10/1967,5,1.13,3.87,
3359,12/11/1967,14,9.45,4.55,
3360,12/12/1967,18,12.54,5.46,
3361,12/13/1967,10,4.3,5.7,
3362,12/14/1967,7.8,2.05,5.75,
3363,12/15/1967,7.2,1.45,5.75,
3364,12/16/1967,6.8,1.08,5.72,
3365,12/17/1967,6.4,0.74,5.66,
3366,12/18/1967,6.2,0.6,5.6,
3367,12/19/1967,6,0.48,5.52,
3368,12/20/1967,5.2,0,5.2,
3369,12/21/1967,5.1,0,5.1,
3370,12/22/1967,6,0.93,5.07,
3371,12/23/1967,11,5.59,5.41,
3372,12/24/1967,7.2,1.75,5.45,
3373,12/25/1967,6.7,1.26,5.44,
3374,12/26/1967,8.7,3.12,5.58,
3375,12/27/1967,6.8,1.23,5.57,
3376,12/28/1967,9.2,3.47,5.73,
3377,12/29/1967,16,9.61,6.39,
3378,12/30/1967,8.5,2.07,6.43,
3379,12/31/1967,7.7,1.3,6.4,
3380,1/1/1968,7.3,0.95,6.35,
3381,1/2/1968,6.5,0.26,6.24,
3382,1/3/1968,6.5,0.35,6.15,
3383,1/4/1968,8.3,2.11,6.19,
3384,1/5/1968,6.9,0.77,6.13,
3385,1/6/1968,6.1,0.09,6.01,
3386,1/7/1968,6.5,0.56,5.94,
3387,1/8/1968,5.5,0,5.5,
3388,1/9/1968,5.2,0,5.2,
3389,1/10/1968,5,0,5,
3390,1/11/1968,4.7,0,4.7,
3391,1/12/1968,4.4,0,4.4,
3392,1/13/1968,4.4,0.08,4.32,
3393,1/14/1968,21,15.53,5.47,
3394,1/15/1968,12,6.14,5.86,
3395,1/16/1968,8.2,2.28,5.92,
3396,1/17/1968,6.7,0.83,5.87,
3397,1/18/1968,6.2,0.41,5.79,
3398,1/19/1968,6.2,0.49,5.71,
3399,1/20/1968,6.1,0.47,5.63,
3400,1/21/1968,5.6,0.07,5.53,
3401,1/22/1968,5.3,0,5.3,
3402,1/23/1968,5.4,0.19,5.21,
3403,1/24/1968,5.4,0.27,5.13,
3404,1/25/1968,4.9,0,4.9,
3405,1/26/1968,4.6,0,4.6,
3406,1/27/1968,4.5,0,4.5,
3407,1/28/1968,4.5,0.08,4.42,
3408,1/29/1968,4.6,0.25,4.35,
3409,1/30/1968,4.9,0.59,4.31,
3410,1/31/1968,4.9,0.63,4.27,
3411,2/1/1968,4.6,0.38,4.22,
3412,2/2/1968,7,2.65,4.35,
3413,2/3/1968,14,9.02,4.98,
3414,2/4/1968,8.3,3.17,5.13,
3415,2/5/1968,7.4,2.19,5.21,
3416,2/6/1968,6.9,1.66,5.24,
3417,2/7/1968,6.8,1.55,5.25,
3418,2/8/1968,6.4,1.16,5.24,
3419,2/9/1968,6.2,0.98,5.22,
3420,2/10/1968,6,0.82,5.18,
3421,2/11/1968,5.6,0.49,5.11,
3422,2/12/1968,5.3,0.27,5.03,
3423,2/13/1968,5.1,0.16,4.94,
3424,2/14/1968,5,0.14,4.86,
3425,2/15/1968,5.1,0.32,4.78,
3426,2/16/1968,4.9,0.2,4.7,
3427,2/17/1968,5,0.36,4.64,
3428,2/18/1968,4.7,0.14,4.56,
3429,2/19/1968,4.6,0.12,4.48,
3430,2/20/1968,4.7,0.29,4.41,
3431,2/21/1968,4.5,0.16,4.34,
3432,2/22/1968,4.4,0.14,4.26,
3433,2/23/1968,4.2,0.02,4.18,
3434,2/24/1968,4.2,0.1,4.1,
3435,2/25/1968,4,0,4,
3436,2/26/1968,3.8,0,3.8,
3437,2/27/1968,3.8,0.07,3.73,
3438,2/28/1968,3.8,0.13,3.67,
3439,2/29/1968,4.2,0.56,3.64,
3440,3/1/1968,4.7,1.05,3.65,
3441,3/2/1968,4.6,0.95,3.65,
3442,3/3/1968,4.3,0.67,3.63,
3443,3/4/1968,4.1,0.5,3.6,
3444,3/5/1968,4.4,0.81,3.59,
3445,3/6/1968,4.5,0.91,3.59,
3446,3/7/1968,4.2,0.63,3.57,
3447,3/8/1968,4.2,0.65,3.55,
3448,3/9/1968,4.4,0.85,3.55,
3449,3/10/1968,4.2,0.67,3.53,
3450,3/11/1968,3.9,0.41,3.49,
3451,3/12/1968,11,7.02,3.98,
3452,3/13/1968,17,12.13,4.87,
3453,3/14/1968,7.6,2.61,4.99,
3454,3/15/1968,6.4,1.4,5,
3455,3/16/1968,6,1.02,4.98,
3456,3/17/1968,13,7.52,5.48,
3457,3/18/1968,21,14.47,6.53,
3458,3/19/1968,10,3.33,6.67,
3459,3/20/1968,8.2,1.54,6.66,
3460,3/21/1968,7.3,0.72,6.58,
3461,3/22/1968,6.7,0.23,6.47,
3462,3/23/1968,8.5,2,6.5,
3463,3/24/1968,8,1.51,6.49,
3464,3/25/1968,6.2,0,6.2,
3465,3/26/1968,5.7,0,5.7,
3466,3/27/1968,5.3,0,5.3,
3467,3/28/1968,5.1,0,5.1,
3468,3/29/1968,5,0,5,
3469,3/30/1968,4.6,0,4.6,
3470,3/31/1968,4.5,0,4.5,
3471,4/1/1968,4.5,0.08,4.42,
3472,4/2/1968,4.2,0,4.2,
3473,4/3/1968,4.2,0.08,4.12,
3474,4/4/1968,4.1,0.06,4.04,
3475,4/5/1968,3.9,0,3.9,
3476,4/6/1968,3.7,0,3.7,
3477,4/7/1968,3.8,0.16,3.64,
3478,4/8/1968,4,0.4,3.6,
3479,4/9/1968,3.9,0.35,3.55,
3480,4/10/1968,3.9,0.39,3.51,
3481,4/11/1968,4.1,0.61,3.49,
3482,4/12/1968,3.9,0.44,3.46,
3483,4/13/1968,4,0.57,3.43,
3484,4/14/1968,4,0.59,3.41,
3485,4/15/1968,4.1,0.7,3.4,
3486,4/16/1968,3.9,0.53,3.37,
3487,4/17/1968,3.7,0.36,3.34,
3488,4/18/1968,3.6,0.31,3.29,
3489,4/19/1968,3.5,0.25,3.25,
3490,4/20/1968,3.4,0.2,3.2,
3491,4/21/1968,3.4,0.25,3.15,
3492,4/22/1968,3.4,0.29,3.11,
3493,4/23/1968,3.3,0.23,3.07,
3494,4/24/1968,4.4,1.29,3.11,
3495,4/25/1968,5.2,1.99,3.21,
3496,4/26/1968,4,0.79,3.21,
3497,4/27/1968,4,0.79,3.21,
3498,4/28/1968,4.1,0.89,3.21,
3499,4/29/1968,4,0.79,3.21,
3500,4/30/1968,4.1,0.88,3.22,
3501,5/1/1968,3.9,0.69,3.21,
3502,5/2/1968,3.7,0.51,3.19,
3503,5/3/1968,3.6,0.44,3.16,
3504,5/4/1968,3.4,0.28,3.12,
3505,5/5/1968,3.3,0.23,3.07,
3506,5/6/1968,3.1,0.08,3.02,
3507,5/7/1968,2.9,0,2.9,
3508,5/8/1968,2.7,0,2.7,
3509,5/9/1968,1.7,0,1.7,
3510,5/10/1968,2.1,0.4,1.7,
3511,5/11/1968,1.7,0.03,1.67,
3512,5/12/1968,2.4,0.71,1.69,
3513,5/13/1968,2,0.32,1.68,
3514,5/14/1968,2.1,0.42,1.68,
3515,5/15/1968,2.8,1.07,1.73,
3516,5/16/1968,2.8,1.02,1.78,
3517,5/17/1968,2.6,0.79,1.81,
3518,5/18/1968,1.7,0,1.7,
3519,5/19/1968,1.5,0,1.5,
3520,5/20/1968,2.4,0.86,1.54,
3521,5/21/1968,2.4,0.83,1.57,
3522,5/22/1968,2.1,0.52,1.58,
3523,5/23/1968,1.2,0,1.2,
3524,5/24/1968,2.4,1.13,1.27,
3525,5/25/1968,2.5,1.17,1.33,
3526,5/26/1968,2.2,0.83,1.37,
3527,5/27/1968,2.6,1.16,1.44,
3528,5/28/1968,8.6,6.66,1.94,
3529,5/29/1968,8.5,6.11,2.39,
3530,5/30/1968,6.2,3.57,2.63,
3531,5/31/1968,6.4,3.54,2.86,
3532,6/1/1968,4.6,1.66,2.94,
3533,6/2/1968,4.1,1.13,2.97,
3534,6/3/1968,3.9,0.92,2.98,
3535,6/4/1968,3.5,0.53,2.97,
3536,6/5/1968,3.6,0.64,2.96,
3537,6/6/1968,3.4,0.46,2.94,
3538,6/7/1968,3.1,0.21,2.89,
3539,6/8/1968,3,0.15,2.85,
3540,6/9/1968,2.9,0.1,2.8,
3541,6/10/1968,2.8,0.05,2.75,
3542,6/11/1968,2.9,0.19,2.71,
3543,6/12/1968,3.4,0.69,2.71,
3544,6/13/1968,3.3,0.6,2.7,
3545,6/14/1968,2.8,0.14,2.66,
3546,6/15/1968,2.6,0,2.6,
3547,6/16/1968,2.5,0,2.5,
3548,6/17/1968,4.4,1.81,2.59,
3549,6/18/1968,4.4,1.72,2.68,
3550,6/19/1968,3.2,0.53,2.67,
3551,6/20/1968,3.5,0.82,2.68,
3552,6/21/1968,2.9,0.25,2.65,
3553,6/22/1968,2.7,0.1,2.6,
3554,6/23/1968,2.8,0.23,2.57,
3555,6/24/1968,2.7,0.17,2.53,
3556,6/25/1968,2.6,0.11,2.49,
3557,6/26/1968,2.5,0.06,2.44,
3558,6/27/1968,2.6,0.19,2.41,
3559,6/28/1968,2.8,0.41,2.39,
3560,6/29/1968,2.4,0.05,2.35,
3561,6/30/1968,2.2,0,2.2,
3562,7/1/1968,2.1,0,2.1,
3563,7/2/1968,2.1,0.04,2.06,
3564,7/3/1968,2.6,0.54,2.06,
3565,7/4/1968,2.7,0.63,2.07,
3566,7/5/1968,2.5,0.43,2.07,
3567,7/6/1968,2.4,0.35,2.05,
3568,7/7/1968,2.2,0.18,2.02,
3569,7/8/1968,2,0.01,1.99,
3570,7/9/1968,1.9,0,1.9,
3571,7/10/1968,2,0.13,1.87,
3572,7/11/1968,1.9,0.06,1.84,
3573,7/12/1968,1.8,0,1.8,
3574,7/13/1968,1.7,0,1.7,
3575,7/14/1968,1.7,0.03,1.67,
3576,7/15/1968,4,2.19,1.81,
3577,7/16/1968,4.2,2.25,1.95,
3578,7/17/1968,2.1,0.17,1.93,
3579,7/18/1968,1.8,0,1.8,
3580,7/19/1968,1.8,0.03,1.77,
3581,7/20/1968,1.7,0,1.7,
3582,7/21/1968,1.7,0.03,1.67,
3583,7/22/1968,1.7,0.06,1.64,
3584,7/23/1968,1.8,0.18,1.62,
3585,7/24/1968,1.8,0.2,1.6,
3586,7/25/1968,1.7,0.12,1.58,
3587,7/26/1968,1.7,0.14,1.56,
3588,7/27/1968,1.6,0.06,1.54,
3589,7/28/1968,1.6,0.09,1.51,
3590,7/29/1968,1.6,0.11,1.49,
3591,7/30/1968,1.7,0.22,1.48,
3592,7/31/1968,1.7,0.23,1.47,
3593,8/1/1968,1.8,0.34,1.46,
3594,8/2/1968,1.8,0.34,1.46,
3595,8/3/1968,2,0.52,1.48,
3596,8/4/1968,1.8,0.33,1.47,
3597,8/5/1968,1.7,0.24,1.46,
3598,8/6/1968,1.7,0.25,1.45,
3599,8/7/1968,1.7,0.26,1.44,
3600,8/8/1968,1.6,0.17,1.43,
3601,8/9/1968,1.6,0.19,1.41,
3602,8/10/1968,1.7,0.29,1.41,
3603,8/11/1968,1.7,0.29,1.41,
3604,8/12/1968,1.6,0.21,1.39,
3605,8/13/1968,1.5,0.12,1.38,
3606,8/14/1968,1.6,0.23,1.37,
3607,8/15/1968,1.5,0.15,1.35,
3608,8/16/1968,1.1,0,1.1,
3609,8/17/1968,0.93,0,0.93,
3610,8/18/1968,0.68,0,0.68,
3611,8/19/1968,0.68,0.01,0.67,
3612,8/20/1968,0.68,0.02,0.66,
3613,8/21/1968,0.68,0.03,0.65,
3614,8/22/1968,0.68,0.04,0.64,
3615,8/23/1968,0.74,0.11,0.63,
3616,8/24/1968,1,0.35,0.65,
3617,8/25/1968,1.3,0.62,0.68,
3618,8/26/1968,1.5,0.77,0.73,
3619,8/27/1968,1.2,0.45,0.75,
3620,8/28/1968,1.1,0.34,0.76,
3621,8/29/1968,1.1,0.32,0.78,
3622,8/30/1968,1,0.22,0.78,
3623,8/31/1968,1,0.22,0.78,
3624,9/1/1968,1.1,0.31,0.79,
3625,9/2/1968,1,0.21,0.79,
3626,9/3/1968,1,0.21,0.79,
3627,9/4/1968,0.93,0.14,0.79,
3628,9/5/1968,0.93,0.15,0.78,
3629,9/6/1968,1.2,0.4,0.8,
3630,9/7/1968,1.1,0.29,0.81,
3631,9/8/1968,0.9,0.1,0.8,
3632,9/9/1968,0.89,0.1,0.79,
3633,9/10/1968,1.1,0.3,0.8,
3634,9/11/1968,1.6,0.76,0.84,
3635,9/12/1968,1.3,0.44,0.86,
3636,9/13/1968,1.3,0.42,0.88,
3637,9/14/1968,1.4,0.5,0.9,
3638,9/15/1968,1.4,0.48,0.92,
3639,9/16/1968,1.5,0.55,0.95,
3640,9/17/1968,1.2,0.25,0.95,
3641,9/18/1968,0.89,0,0.89,
3642,9/19/1968,0.86,0,0.86,
3643,9/20/1968,0.84,0,0.84,
3644,9/21/1968,0.81,0,0.81,
3645,9/22/1968,0.78,0,0.78,
3646,9/23/1968,0.75,0,0.75,
3647,9/24/1968,0.73,0,0.73,
3648,9/25/1968,0.7,0,0.7,
3649,9/26/1968,0.7,0.01,0.69,
3650,9/27/1968,0.69,0.02,0.67,
3651,9/28/1968,0.65,0,0.65,
3652,9/29/1968,0.64,0,0.64,
3653,9/30/1968,0.64,0.01,0.63,
3654,10/1/1968,0.63,0.02,0.61,
3655,10/2/1968,0.64,0.04,0.6,
3656,10/3/1968,0.61,0.02,0.59,
3657,10/4/1968,0.57,0,0.57,
3658,10/5/1968,0.58,0.02,0.56,
3659,10/6/1968,0.6,0.05,0.55,
3660,10/7/1968,0.98,0.41,0.57,
3661,10/8/1968,0.72,0.15,0.57,
3662,10/9/1968,0.67,0.1,0.57,
3663,10/10/1968,0.66,0.09,0.57,
3664,10/11/1968,0.68,0.12,0.56,
3665,10/12/1968,0.66,0.1,0.56,
3666,10/13/1968,0.68,0.12,0.56,
3667,10/14/1968,0.68,0.12,0.56,
3668,10/15/1968,0.67,0.11,0.56,
3669,10/16/1968,0.66,0.11,0.55,
3670,10/17/1968,0.65,0.1,0.55,
3671,10/18/1968,0.64,0.09,0.55,
3672,10/19/1968,0.74,0.19,0.55,
3673,10/20/1968,0.69,0.14,0.55,
3674,10/21/1968,0.63,0.08,0.55,
3675,10/22/1968,0.62,0.08,0.54,
3676,10/23/1968,0.59,0.05,0.54,
3677,10/24/1968,0.56,0.03,0.53,
3678,10/25/1968,0.58,0.06,0.52,
3679,10/26/1968,0.55,0.04,0.51,
3680,10/27/1968,0.56,0.05,0.51,
3681,10/28/1968,0.56,0.06,0.5,
3682,10/29/1968,0.58,0.08,0.5,
3683,10/30/1968,0.56,0.07,0.49,
3684,10/31/1968,0.56,0.07,0.49,
3685,11/1/1968,0.56,0.07,0.49,
3686,11/2/1968,0.55,0.07,0.48,
3687,11/3/1968,0.55,0.07,0.48,
3688,11/4/1968,0.56,0.08,0.48,
3689,11/5/1968,0.56,0.09,0.47,
3690,11/6/1968,0.56,0.09,0.47,
3691,11/7/1968,0.6,0.13,0.47,
3692,11/8/1968,0.63,0.16,0.47,
3693,11/9/1968,0.62,0.14,0.48,
3694,11/10/1968,1.4,0.86,0.54,
3695,11/11/1968,1,0.44,0.56,
3696,11/12/1968,2,1.34,0.66,
3697,11/13/1968,1.3,0.61,0.69,
3698,11/14/1968,0.92,0.22,0.7,
3699,11/15/1968,0.84,0.15,0.69,
3700,11/16/1968,0.79,0.1,0.69,
3701,11/17/1968,0.72,0.04,0.68,
3702,11/18/1968,0.8,0.13,0.67,
3703,11/19/1968,0.91,0.23,0.68,
3704,11/20/1968,0.84,0.16,0.68,
3705,11/21/1968,0.79,0.12,0.67,
3706,11/22/1968,0.78,0.11,0.67,
3707,11/23/1968,0.74,0.08,0.66,
3708,11/24/1968,0.74,0.08,0.66,
3709,11/25/1968,0.71,0.06,0.65,
3710,11/26/1968,0.68,0.04,0.64,
3711,11/27/1968,0.68,0.05,0.63,
3712,11/28/1968,0.68,0.06,0.62,
3713,11/29/1968,0.65,0.04,0.61,
3714,11/30/1968,0.62,0.02,0.6,
3715,12/1/1968,0.62,0.03,0.59,
3716,12/2/1968,0.7,0.11,0.59,
3717,12/3/1968,0.67,0.09,0.58,
3718,12/4/1968,1.1,0.49,0.61,
3719,12/5/1968,0.97,0.34,0.63,
3720,12/6/1968,0.84,0.21,0.63,
3721,12/7/1968,0.75,0.12,0.63,
3722,12/8/1968,0.71,0.09,0.62,
3723,12/9/1968,0.68,0.06,0.62,
3724,12/10/1968,0.68,0.07,0.61,
3725,12/11/1968,0.68,0.08,0.6,
3726,12/12/1968,0.68,0.08,0.6,
3727,12/13/1968,0.68,0.09,0.59,
3728,12/14/1968,0.93,0.32,0.61,
3729,12/15/1968,1,0.38,0.62,
3730,12/16/1968,0.86,0.23,0.63,
3731,12/17/1968,0.77,0.14,0.63,
3732,12/18/1968,0.74,0.11,0.63,
3733,12/19/1968,0.78,0.15,0.63,
3734,12/20/1968,0.84,0.21,0.63,
3735,12/21/1968,0.81,0.18,0.63,
3736,12/22/1968,0.85,0.21,0.64,
3737,12/23/1968,1.2,0.53,0.67,
3738,12/24/1968,0.98,0.3,0.68,
3739,12/25/1968,0.9,0.22,0.68,
3740,12/26/1968,0.84,0.16,0.68,
3741,12/27/1968,0.86,0.18,0.68,
3742,12/28/1968,0.9,0.22,0.68,
3743,12/29/1968,0.84,0.16,0.68,
3744,12/30/1968,0.84,0.16,0.68,
3745,12/31/1968,0.94,0.25,0.69,
3746,1/1/1969,1.1,0.39,0.71,
3747,1/2/1969,0.96,0.25,0.71,
3748,1/3/1969,0.93,0.21,0.72,
3749,1/4/1969,0.93,0.21,0.72,
3750,1/5/1969,0.88,0.16,0.72,
3751,1/6/1969,0.93,0.21,0.72,
3752,1/7/1969,0.92,0.2,0.72,
3753,1/8/1969,0.84,0.12,0.72,
3754,1/9/1969,0.91,0.19,0.72,
3755,1/10/1969,0.84,0.13,0.71,
3756,1/11/1969,0.84,0.13,0.71,
3757,1/12/1969,0.84,0.13,0.71,
3758,1/13/1969,0.84,0.14,0.7,
3759,1/14/1969,0.84,0.14,0.7,
3760,1/15/1969,0.84,0.14,0.7,
3761,1/16/1969,0.84,0.15,0.69,
3762,1/17/1969,0.84,0.15,0.69,
3763,1/18/1969,0.9,0.2,0.7,
3764,1/19/1969,1.1,0.39,0.71,
3765,1/20/1969,1,0.28,0.72,
3766,1/21/1969,2,1.2,0.8,
3767,1/22/1969,1.6,0.75,0.85,
3768,1/23/1969,1.5,0.62,0.88,
3769,1/24/1969,1.4,0.5,0.9,
3770,1/25/1969,1.2,0.29,0.91,
3771,1/26/1969,1.2,0.29,0.91,
3772,1/27/1969,1.2,0.28,0.92,
3773,1/28/1969,1.2,0.28,0.92,
3774,1/29/1969,1.3,0.37,0.93,
3775,1/30/1969,1.3,0.36,0.94,
3776,1/31/1969,1.3,0.35,0.95,
3777,2/1/1969,1.5,0.53,0.97,
3778,2/2/1969,1.5,0.51,0.99,
3779,2/3/1969,1.5,0.49,1.01,
3780,2/4/1969,1.4,0.38,1.02,
3781,2/5/1969,1.4,0.37,1.03,
3782,2/6/1969,1.4,0.36,1.04,
3783,2/7/1969,1.4,0.35,1.05,
3784,2/8/1969,1.4,0.35,1.05,
3785,2/9/1969,2,0.89,1.11,
3786,2/10/1969,1.6,0.48,1.12,
3787,2/11/1969,1.5,0.37,1.13,
3788,2/12/1969,1.5,0.36,1.14,
3789,2/13/1969,1.5,0.36,1.14,
3790,2/14/1969,1.5,0.35,1.15,
3791,2/15/1969,1.5,0.35,1.15,
3792,2/16/1969,1.5,0.34,1.16,
3793,2/17/1969,1.5,0.34,1.16,
3794,2/18/1969,1.5,0.34,1.16,
3795,2/19/1969,1.5,0.33,1.17,
3796,2/20/1969,1.6,0.42,1.18,
3797,2/21/1969,1.6,0.41,1.19,
3798,2/22/1969,1.7,0.5,1.2,
3799,2/23/1969,2.6,1.32,1.28,
3800,2/24/1969,3.4,1.98,1.42,
3801,2/25/1969,2.3,0.84,1.46,
3802,2/26/1969,2,0.53,1.47,
3803,2/27/1969,2,0.52,1.48,
3804,2/28/1969,2,0.51,1.49,
3805,3/1/1969,2,0.5,1.5,
3806,3/2/1969,2.1,0.58,1.52,
3807,3/3/1969,2.2,0.66,1.54,
3808,3/4/1969,2.2,0.64,1.56,
3809,3/5/1969,2.3,0.71,1.59,
3810,3/6/1969,2.4,0.78,1.62,
3811,3/7/1969,3.2,1.49,1.71,
3812,3/8/1969,3.2,1.42,1.78,
3813,3/9/1969,3.4,1.53,1.87,
3814,3/10/1969,3,1.08,1.92,
3815,3/11/1969,3,1.04,1.96,
3816,3/12/1969,2.9,0.9,2,
3817,3/13/1969,3,0.97,2.03,
3818,3/14/1969,3.7,1.58,2.12,
3819,3/15/1969,4.2,1.96,2.24,
3820,3/16/1969,4.3,1.95,2.35,
3821,3/17/1969,4.2,1.76,2.44,
3822,3/18/1969,4.3,1.77,2.53,
3823,3/19/1969,4.2,1.59,2.61,
3824,3/20/1969,4,1.34,2.66,
3825,3/21/1969,3.9,1.19,2.71,
3826,3/22/1969,3.8,1.06,2.74,
3827,3/23/1969,3.8,1.03,2.77,
3828,3/24/1969,3.8,1.01,2.79,
3829,3/25/1969,5.3,2.37,2.93,
3830,3/26/1969,4.6,1.61,2.99,
3831,3/27/1969,4.2,1.17,3.03,
3832,3/28/1969,4,0.96,3.04,
3833,3/29/1969,4,0.94,3.06,
3834,3/30/1969,4.4,1.3,3.1,
